0 1 2 3 4 5 6 7 8 9 10 11 12 + 13
0 1 2 3 4 5 8 9 10 12 13 14 15 + 11
0 1 2 4 5 6 8 9 10 12 13 14 15 + 3
0 1 2 4 5 6 8 9 10 12 13 14 15 + 7
0 1 2 4 5 6 8 9 10 12 13 14 15 + 11
0 1 4 5 6 7 8 9 10 12 13 14 15 + 2
0 1 4 5 6 7 8 9 10 12 13 14 15 + 3
0 1 4 5 6 7 8 9 10 12 13 14 15 + 11
0 1 2 3 4 5 6 7 11 12 13 14 15 + 8
0 1 2 3 4 5 6 7 11 12 13 14 15 + 9
0 1 2 3 4 5 6 7 11 12 13 14 15 + 10
0 1 3 4 5 7 8 9 11 12 13 14 15 + 2
0 1 3 4 5 7 8 9 11 12 13 14 15 + 6
0 1 3 4 5 7 8 9 11 12 13 14 15 + 10
0 1 2 3 5 6 7 10 11 12 13 14 15 + 4
0 1 2 3 5 6 7 10 11 12 13 14 15 + 8
0 1 2 3 5 6 7 10 11 12 13 14 15 + 9
1 2 3 4 5 6 7 10 11 12 13 14 15 + 0
1 2 3 4 5 6 7 10 11 12 13 14 15 + 8
1 2 3 4 5 6 7 10 11 12 13 14 15 + 9
0 2 3 4 6 7 8 10 11 12 13 14 15 + 1
0 2 3 4 6 7 8 10 11 12 13 14 15 + 5
0 2 3 4 6 7 8 10 11 12 13 14 15 + 9
0 1 2 3 6 7 9 10 11 12 13 14 15 + 4
0 1 2 3 6 7 9 10 11 12 13 14 15 + 5
0 1 2 3 6 7 9 10 11 12 13 14 15 + 8
1 2 3 5 6 7 9 10 11 12 13 14 15 + 0
1 2 3 5 6 7 9 10 11 12 13 14 15 + 4
1 2 3 5 6 7 9 10 11 12 13 14 15 + 8
2 3 4 5 6 7 9 10 11 12 13 14 15 + 0
2 3 4 5 6 7 9 10 11 12 13 14 15 + 1
2 3 4 5 6 7 9 10 11 12 13 14 15 + 8
0 1 2 3 4 8 9 10 11 12 13 14 15 + 5
0 1 2 3 4 8 9 10 11 12 13 14 15 + 6
0 1 2 3 4 8 9 10 11 12 13 14 15 + 7
0 1 2 4 5 8 9 10 11 12 13 14 15 + 3
0 1 2 4 5 8 9 10 11 12 13 14 15 + 6
0 1 2 4 5 8 9 10 11 12 13 14 15 + 7
0 1 4 5 6 8 9 10 11 12 13 14 15 + 2
0 1 4 5 6 8 9 10 11 12 13 14 15 + 3
0 1 4 5 6 8 9 10 11 12 13 14 15 + 7
0 2 4 5 6 8 9 10 11 12 13 14 15 + 1
0 2 4 5 6 8 9 10 11 12 13 14 15 + 3
0 2 4 5 6 8 9 10 11 12 13 14 15 + 7
1 2 4 5 6 8 9 10 11 12 13 14 15 + 0
1 2 4 5 6 8 9 10 11 12 13 14 15 + 3
1 2 4 5 6 8 9 10 11 12 13 14 15 + 7
0 1 2 3 7 8 9 10 11 12 13 14 15 + 4
0 1 2 3 7 8 9 10 11 12 13 14 15 + 5
0 1 2 3 7 8 9 10 11 12 13 14 15 + 6
0 1 4 5 7 8 9 10 11 12 13 14 15 + 2
0 1 4 5 7 8 9 10 11 12 13 14 15 + 3
0 1 4 5 7 8 9 10 11 12 13 14 15 + 6
0 3 4 5 7 8 9 10 11 12 13 14 15 + 1
0 3 4 5 7 8 9 10 11 12 13 14 15 + 2
0 3 4 5 7 8 9 10 11 12 13 14 15 + 6
1 3 4 5 7 8 9 10 11 12 13 14 15 + 0
1 3 4 5 7 8 9 10 11 12 13 14 15 + 2
1 3 4 5 7 8 9 10 11 12 13 14 15 + 6
1 2 3 6 7 8 9 10 11 12 13 14 15 + 0
1 2 3 6 7 8 9 10 11 12 13 14 15 + 4
1 2 3 6 7 8 9 10 11 12 13 14 15 + 5
0 2 4 6 7 8 9 10 11 12 13 14 15 + 1
0 2 4 6 7 8 9 10 11 12 13 14 15 + 3
0 2 4 6 7 8 9 10 11 12 13 14 15 + 5
0 3 4 6 7 8 9 10 11 12 13 14 15 + 1
0 3 4 6 7 8 9 10 11 12 13 14 15 + 2
0 3 4 6 7 8 9 10 11 12 13 14 15 + 5
2 3 4 6 7 8 9 10 11 12 13 14 15 + 0
2 3 4 6 7 8 9 10 11 12 13 14 15 + 1
2 3 4 6 7 8 9 10 11 12 13 14 15 + 5
1 2 5 6 7 8 9 10 11 12 13 14 15 + 0
1 2 5 6 7 8 9 10 11 12 13 14 15 + 3
1 2 5 6 7 8 9 10 11 12 13 14 15 + 4
1 3 5 6 7 8 9 10 11 12 13 14 15 + 0
1 3 5 6 7 8 9 10 11 12 13 14 15 + 2
1 3 5 6 7 8 9 10 11 12 13 14 15 + 4
2 3 5 6 7 8 9 10 11 12 13 14 15 + 0
2 3 5 6 7 8 9 10 11 12 13 14 15 + 1
2 3 5 6 7 8 9 10 11 12 13 14 15 + 4
0 4 5 6 7 8 9 10 11 12 13 14 15 + 1
0 4 5 6 7 8 9 10 11 12 13 14 15 + 2
0 4 5 6 7 8 9 10 11 12 13 14 15 + 3
1 4 5 6 7 8 9 10 11 12 13 14 15 + 0
1 4 5 6 7 8 9 10 11 12 13 14 15 + 2
1 4 5 6 7 8 9 10 11 12 13 14 15 + 3
2 4 5 6 7 8 9 10 11 12 13 14 15 + 0
2 4 5 6 7 8 9 10 11 12 13 14 15 + 1
2 4 5 6 7 8 9 10 11 12 13 14 15 + 3
3 4 5 6 7 8 9 10 11 12 13 14 15 + 0
3 4 5 6 7 8 9 10 11 12 13 14 15 + 1
3 4 5 6 7 8 9 10 11 12 13 14 15 + 2
