0 1 2 3 4 5 6 7 8 9 10 11 + 12
0 1 2 3 4 5 6 7 8 9 10 11 + 13
0 1 2 3 4 5 6 7 8 9 10 11 + 14
0 1 2 3 4 5 6 7 8 9 10 11 + 15
0 1 2 3 4 5 6 7 8 9 10 12 + 11
0 1 2 3 4 5 6 7 8 9 10 12 + 13
0 1 2 3 4 5 6 7 8 9 10 12 + 14
0 1 2 3 4 5 6 7 8 9 10 12 + 15
0 1 2 3 4 5 6 7 8 9 11 12 + 10
0 1 2 3 4 5 6 7 8 9 11 12 + 13
0 1 2 3 4 5 6 7 8 9 11 12 + 14
0 1 2 3 4 5 6 7 8 9 11 12 + 15
0 1 2 3 4 5 6 7 8 10 11 12 + 9
0 1 2 3 4 5 6 7 8 10 11 12 + 13
0 1 2 3 4 5 6 7 8 10 11 12 + 14
0 1 2 3 4 5 6 7 8 10 11 12 + 15
0 1 2 3 4 5 6 8 9 10 11 12 + 7
0 1 2 3 4 5 6 8 9 10 11 12 + 13
0 1 2 3 4 5 6 8 9 10 11 12 + 14
0 1 2 3 4 5 6 8 9 10 11 12 + 15
0 1 2 4 5 6 7 8 9 10 11 12 + 3
0 1 2 4 5 6 7 8 9 10 11 12 + 13
0 1 2 4 5 6 7 8 9 10 11 12 + 14
0 1 2 4 5 6 7 8 9 10 11 12 + 15
0 1 2 3 4 5 6 7 8 9 10 13 + 11
0 1 2 3 4 5 6 7 8 9 10 13 + 12
0 1 2 3 4 5 6 7 8 9 10 13 + 14
0 1 2 3 4 5 6 7 8 9 10 13 + 15
0 1 2 3 4 5 6 7 8 9 11 13 + 10
0 1 2 3 4 5 6 7 8 9 11 13 + 12
0 1 2 3 4 5 6 7 8 9 11 13 + 14
0 1 2 3 4 5 6 7 8 9 11 13 + 15
0 1 2 3 4 5 6 7 9 10 11 13 + 8
0 1 2 3 4 5 6 7 9 10 11 13 + 12
0 1 2 3 4 5 6 7 9 10 11 13 + 14
0 1 2 3 4 5 6 7 9 10 11 13 + 15
0 1 2 3 4 5 6 7 8 9 12 13 + 10
0 1 2 3 4 5 6 7 8 9 12 13 + 11
0 1 2 3 4 5 6 7 8 9 12 13 + 14
0 1 2 3 4 5 6 7 8 9 12 13 + 15
0 1 2 3 4 5 6 8 9 10 12 13 + 7
0 1 2 3 4 5 6 8 9 10 12 13 + 11
0 1 2 3 4 5 6 8 9 10 12 13 + 14
0 1 2 3 4 5 6 8 9 10 12 13 + 15
0 1 2 4 5 6 7 8 9 10 12 13 + 3
0 1 2 4 5 6 7 8 9 10 12 13 + 11
0 1 2 4 5 6 7 8 9 10 12 13 + 14
0 1 2 4 5 6 7 8 9 10 12 13 + 15
0 1 2 3 4 5 7 8 9 11 12 13 + 6
0 1 2 3 4 5 7 8 9 11 12 13 + 10
0 1 2 3 4 5 7 8 9 11 12 13 + 14
0 1 2 3 4 5 7 8 9 11 12 13 + 15
0 1 2 3 4 5 8 9 10 11 12 13 + 6
0 1 2 3 4 5 8 9 10 11 12 13 + 7
0 1 2 3 4 5 8 9 10 11 12 13 + 14
0 1 2 3 4 5 8 9 10 11 12 13 + 15
0 1 2 4 5 6 8 9 10 11 12 13 + 3
0 1 2 4 5 6 8 9 10 11 12 13 + 7
0 1 2 4 5 6 8 9 10 11 12 13 + 14
0 1 2 4 5 6 8 9 10 11 12 13 + 15
0 1 4 5 6 7 8 9 10 11 12 13 + 2
0 1 4 5 6 7 8 9 10 11 12 13 + 3
0 1 4 5 6 7 8 9 10 11 12 13 + 14
0 1 4 5 6 7 8 9 10 11 12 13 + 15
0 1 2 3 4 5 6 7 8 9 10 14 + 11
0 1 2 3 4 5 6 7 8 9 10 14 + 12
0 1 2 3 4 5 6 7 8 9 10 14 + 13
0 1 2 3 4 5 6 7 8 9 10 14 + 15
0 1 2 3 4 5 6 7 8 10 11 14 + 9
0 1 2 3 4 5 6 7 8 10 11 14 + 12
0 1 2 3 4 5 6 7 8 10 11 14 + 13
0 1 2 3 4 5 6 7 8 10 11 14 + 15
0 1 2 3 4 5 6 7 9 10 11 14 + 8
