0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 + 15
0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 + 14
0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 + 13
0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 + 12
0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 + 11
0 1 2 3 4 5 6 7 9 10 11 12 13 14 15 + 8
0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 + 7
0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 + 4
0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 + 3
0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 + 2
0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 + 1
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 + 0
